Marketing writing and all comapny writings,"Hello,

I am a brand owner selling toys mostly just on amazon and I would like my company to scale up, would like to create a tune and harmony to the company products.
Still don't know exactly what, but I would like to form the content in Funny, Hilarious, comedy way.

you should go over all content including item descriptions listings and so on, and add or change to text which people will just laugh on it, not necessarily big changes maybe mostly for now it's good small add-ons and also for my social media pages the same and website, also this so called jokes need to be updated each now and then with the seasons and so on, but again I am not sure,

I would like to show you my items and think together how and what to make,
also  I will start to do item videos which i will need help setting it up like what to show, and so on,

Jacob",42
Investor Relations Associate ,"**Responsibilities**

- Review internal database's of family office, HNW and institutions to filter for appropriate leads
- Create campaigns to target appropriate family offices, HNW and institutions
- Maintain campaigns and filtered contacts in company CRM (Salesforce, Hubspot)
- Build and maintain family office, HNW and institutional LP relationships
- Educate clients and prospects on alternative investments

**Requirements**

- Familiarity with Alternative investments and fund products, including venture, growth equity and real estate
- Previous experience or knowledge of CRM tools such as Salesforce to log and track client interactions and pipeline
- A clear understanding of the Family Office, HNW and institutional investor base, segments, and value proposition delivery
- Existing family office, HNW and institutional relationships combined with an understanding of their investment preferences
- Sales expertise to develop sales plans, execute on on them, lead sales calls, and manage follow-up

**Bonus points for:**

- Series 7
- Specific Alternative funds launches",73
Social ad specialist needed for new release launch,"I work with independent recording artists / musicians trying to grow their fanbase. With their new music releases, I'd like to coordinate social ad campaigns to help push their new material to a wider audience. I'm looking for someone with robust advertising experience that can help me build, run, and optimize these ad campaigns. ",7
Marketing specialist needed for marketing materials that can be converted into PDF for small biz,"Small business in NYC is looking for a modern, eye-catching digital brochure. The brochure is to be used to send to prospective clients in email as a attachment. I would like the digital brochure to showcase the history of the business as well as all of the services we provide.",90
Adobe XD Designer,"We are in search of a UI/UX Designer to augment our team and bring their expertise to the table.

Required:
- Strong communication skills.
- Strong understanding of UI/UX.
- Experience with Adobe XD.
- Attention to Detail.
",43
C4D Animator | Remote Freelance,"I'm currently working on a project for LA Planning about the changes they're making to the zoning code. It's a series of 5 videos between 1:30min and 2:30min. I've been building out parametric XPresso rigs for the buildings and other elements, locking them down for the storyboards. The voice-over and music is all cut together as well. I also have a rough sample animation (although a number of things will change from this). I need someone who can work on the actual animation in Cinema 4D while I prepare the assets for the next videos. We'll coordinate to find the optimal workflow between us. But my aim is to set things up as much as possible so you can push through them quickly. Then send them back to me to do the AE compositing.

SAMPLE:
https://drive.google.com/file/d/1iJwWhviMeCUx1ArFlPa42VPm2BovJsPU/view?usp=sharing

DATES:
1st video (the shortest one) is almost through the storyboard and asset stage. Looking to deliver February (likely mid to late, just waiting to confirm this).
The other 4 videos are to be wrapped by June (with enough time to finish compositing for final delivery).

SKILLSET:
The assets are all parametric, made up of booles, extruded splines, cloners and the like. Animation is driven by MoGraph Effectors and Signal plugin (from Greyscale Gorilla). Doesn't have to use Signal but maintaining consistency in animation curves is important. Also using a rudimentary character rig and Mixamo for FBX animations, so familiarity with these is a plus. Trying to limit it to walk cycles and some less complex animations.",71
"Social Media, Facebook and Linkedin Marketing","We are looking for someone who can set up ""massive social media campaigns on Facebook and LinkedIn"", to engage and talk to potential customers and bring them to our website.
All our customers will be Spanish speaking customers.",86
Graphic Designer needed to create a fabulous property map!,"Wanted - Amazing Graphic Designer who can create a property map to be used by guests during events!

The property features a brewery, yurt & yoga studio. It should be simple, but also fun and fitting to be used for guests attending something like a yoga retreat.

I am looking for a one-time project currently, with lots of potential for more work in the future!

There are 2 attached images - one is an aerial view snip to show the layout (including the highway/entrance) circled in blue is the main office. The second image is a VERY rough map that had been done previously, it has been attached to show what is needed on the new map).

This project would also need to be completed as soon as reasonably possible.",77
Long Term Social Media Manager,"⚡️ TEAM PLAYERS ONLY ⚡️

We are looking for exceptional talent to join a progressive and fast-growing company.

We are seeking out an INDIVIDUAL, not an agency to help me with social media management.


Job specification ✏️

- To make at least 1 social media post per day including captions & hashtags for a business.
- We will pay you per business that you manage (the more businesses you manage the more you will be able to earn)
- Post scheduling, typically 7 days in advance
- Content will be delivered on the following platforms: Facebook, Instagram, LinkedIn, Twitter & Pinterest (It can be the same content/ images but adjusted to suit the dimensions of each platform)


Job Requirements ✅

- Require a native or expert English speaker (written & verbal). This will be mandatory for client communications and written content, captions, and posts.
-     Must have relevant experience in social media management, content creation/ planning, photo/ video editing (including Canva & Photoshop), and social media strategy.
- You MUST apply with your full portfolio & evidenced experience of your previous social media management roles
-     MUST NOT BE AN AGENCY
-     Willingness to be interviewed on the subject of social media management & social media strategy in depth.

Compensation 💰

Pay will be $4 per post with an average of 30 posts per month. Total pay will be $120 (Non-negotiable).
** This is PER business and you will be able to earn significantly MORE MONEY if you manage multiple business accounts.


Get Started 📩

We have a strong ethos of excellence at the company and we’re looking for like-minded individuals who can join the team and accelerate their career.

Please use the word ‘ACCELERATE’ when applying so that we know you have understood the job",57
Website created to display maps for a business,I am looking for someone to create a website for the business I am starting. This website will need to be able to display maps of towns that provide advertising for businesses. I will be hand drawing the maps and uploading them as PDFs. The website will need to be able to display these PDFs.,42
Illustrate Roadmap for NFT project,"We're looking for something with great illustration skills to build out complete roadmap.

Over 20 + items in the roadmap need to be illustrated with great detail.

We run a Discord of over 130,000 members and this is a great opportunity in one of the most exciting spaces (NFTS)",15
Creative and Brand Expert for New Business Launch,"Looking for a brand and creative expert or agency!

We're launching a new brand that will aid those in the Aged Care and NDIS industry in Australia. We have a brand name, but will need guidance on the following:
1. Logo
2. Brand Guidelines and lockup

and eventually, a website design which is why this project is considered 'long term'.
",8
Short API code for Twilio and Zoho,"Referrence Zoho Cliq status of 2 agents via API. RESTF API Documentation here https://www.zoho.com/cliq/help/restapi/v2/#retrieve-current-status

I have a twimlet setup in Twilio Studio that calls to 2 cell phones before being forwarded to voicemail if no answer. I would like an api call to Zoho Cliq to see current status of these 2 agents before proceeding to twimlet. If either agent status is set to ""Do Not Disturb"", I would like to reference a different twimlet that does not include that number.

I can have alternative twimlets already in studio, just need to link to appropriate twimlet based on Zoho Cliq status of ""Do Not Disturb""

---------------------------------------------------------------------------------------
Additional offer if interested. This would be before sending to mobile numbers.

Need call sent to alternative number if status in Zoho Phonebridge is ""Available"".  This would be based off zoho phonebridge api.  If status is available, attempt to call to twilio number associated with Zoho CRM. If there is no answer at the zoho CRM, call would be directed to voicemail number (which is number associated with Zoho Desk). Call cannot end at zoho crm if not answered.

This is a more advanced setup in twilio and not a requirement for listing. Only needed if this is something you would like to attempt.

This is the flow.
Inbound call to twilio. Route to zoho crm if phone bridge status available.
If no answer or unavailable, route to mobile numbers via twimlet based on available status.
Finally, route to Zoho Desk number that is used as voicemail box.",42
Communications Assistant Needed (Based in the Philippines),"We are looking for a communications assistant to help with:
A: Events Scanning
o	Being a part of instant messaging groups
o	Organizing all events that flow in through various groups I'm apart of and put those events into an events calendar (Public google calendar) for review and evaluation
o	Share the calendar with anyone who has events that can post through a google form to get those events to flow into a google calendar

B: Message Digest
o	Being added to groups related to projects that we are moving forward to gather details in a more structured way
o	Asking questions to get the details needed
o	Then preparing an email digest (1 - 3x a day) especially during business hours , prioritized by what appears to most urgently need attention
o	Making a phone call to me directly if something seems really urgent.
",59
logo design for my E.Commerce,"I am Looking for a professional to design a logo for my new product, I expect the following to be delivered:
Delivery of Full Logo Package with Printing Files
Vector Files
 High, Mid, and Low-Resolution Files
 B/W Files, and
Transparent Background files
",60
Graphic Designer Needed for Map Design,"I need to create a custom map showing my project and specific landmarks nearby.   Attached is a template of the style we are looking to follow and the map areas awe want to cover.

Please only reach out if you have experience doing this type of job.
",50
3D animation video mapping,"Hi,

The price is negotiable.

Looking for someone who can create 3D video. It is for a local government. This will be shown this Christmas season. Something like this https://youtu.be/a_E83lzKJMA or https://youtu.be/RwkthRPaBIQ . There is no specific story as long as it is fun to watch for the general public.

It will be projected on a building. The width is 25 meter and the height is 8 meters

The length of the video will depend on the price you will offer. Can you give a price for a 3 minute video. Can you also give a price estimate per second so we can estimate.

 Please show your sample videos similar to the links. Thanks!",54
We need someone to integrate a template into a map in the Unreal Engie,"HI

We need someone to merge two projects.

https://www.unrealengine.com/marketplace/en-US/product/first-person-story-adventure-template?sessionInvalidated=true

Our project already has some blueprints in them and we need somebody to help us to make sure that these are integrated.

Also we need some extra functionality of playing dialogue as well as displaying text to go on the screen. ",20
NFT Graphic Art & Roadmap design,"Im looking for someone to make graphics/Roadmaps for my NFT project, If you have done like backgrounds for landing pages or stories this would be perfect! Please drop you work in your offer

Im looking for someone who can make a design of a club house like BAYC",59
Animate a US map for our sales team,"I have a US map on a PowerPoint. and I would like to add 17 sales team members to it. Each member will have a few states. So, what I want you to do is each time you click or hover over the name of the sales person, the state that belongs to him should pop-up or animate to indicate that those states are his. Thanks!",65
Clear map layout for environment development ,"Am working on a 3d environment and i was not able to get the map layout with details , i need a map layout in a detailed way for the development of environment .

Forest village :

This is more detailed version of villages and pathways and how forest it designed so it can be a rough drawing as well but clear differentiation between pathways houses forest and mountain using colors or some sort of design tools and probably it will be a less than an hour thing for a decent artist .",79
Content Creator/Graphic Design,Looking for an eager content creator/graphic designer to help make content and graphics for my product the HydroLid. The HydroLid is a jar system designed to keep cannabis/ other herbs fresh and safe. I am looking for someone to help me create graphics and informational pictures for my product. ,12
SEO content writer for Spain Market,"Hi,

We are looking for a SEO content writer. The topic is rental homes and how to find a rental home in your local language with headlines like:

✔︎ Rental homes in [city]
✔︎ How to find a rental home in [city]
✔︎ Vacant rental homes in [city]

There should be research done on each city, for example recommending neighbourhoods, things to do in the city, popular universities, schools and other things. Moreover, it could be information about inhabitants, a little bit of history about the city, and the local job market in the city - simply things that makes sense for someone who is moving to new city and.

We are expecting to order about 15 000 words. Our price per word is typically around 0.02 USD.

We also expect you to do the initial keyword research in your local language, figuring out the local ""pattern"" of how you search for accommodation in your country, and its relating keywords.

We need content writing for our spanish rental website: https://rentola.es/
Thank you!",18
Need urgent help finalizing two maps of Cairo for my book!!,"Help me finalize two maps for my book today:

- a map of central Cairo
- a map charting the route of a protest march through Cairo

I have the PDF files, I just need help making changes on them. I think we make edits on first one, but the second one might be difficult, because I need to make amendments to the route, and it appears this part is uneditable, in which case, we might have to recreate the map. I think this will be very easy for anyone experienced in map making. I have a hard copy for each with the changes I would like to make.

I need this to be completed by TODAY, 9pm PST, as I am on a tight deadline. It should not take more than an hour -- probably much less!

Please reach out, and I will share images of the maps.",35
Google maps ranking,My pool business and Garage door business currently ranks 20th or lower when you type in repair on either category. I want to add back links and wherever else needs to be done to get me to the top. I also want an expert at google ad words to set me up a good campaign that will get my business ranking at the top of all sections. I currently get almost no organic business it’s all warranty work. I want someone who can help me get more customers than I get from my warranty work through SEO and advertising techniques.,68
Help with google map api,My team and i have developed a delivery app for restaurants like uber eats we are having trouble with defining precise location when adding location for the user. because where we are located the roads have not been defined on google maps maybe thats why.,82
Vector tiles to raster tiles: display high detailed OSM: map tiles / Mapbox / Node / AWS Developer,"We are currently building a website called mapnique.com - it serves designed interactive maps (which can be found here: https://florian-maps.netlify.app/ ) that you can print on posters. We worked with a special developer for the maps before and already thought we could launch until we realized a huge bug: we render vector tiles but because of the high detail level it loads too much data and then crashes on mobile. Therefore we need to serve a Raster tiles version.

For this particular thing, there was no frameworks. It is just Node.js, Shell, AWS infrastructure (EC2, S3), Mapbox GL JS a bit, and, importantly, for map tiles generation I use Osmium + OSM and Tippecanoe. To make our own self-hosted general topographic content I would propose to use OpenMapTiles schema - would be good if you already had an experience with that

But, the general overarching task - to make raster .png map tiles from vector .pbf map tiles + Mapbox GL JS Stylesheet which is in .json format.

Possibly, there will be someone knowing how to do it in a different more efficient way. The best would be if we can render raster tiles from vector tiles on-the-fly - then we would not need to rerender everything, etc.

The former developer is not available for longterm work anymore. We are therefore looking for a longterm partner who can help us here and with future adjustments.

The former developer would still be reachable for questions of course.
",51
Python - parallelization of a script with pool.map,"I have a sequential Python script that I would like to parallelize to speed up the runtime.
This script produces output files by calling a Fortran executable (by os.system(example.exe) and that's the difficulty of the task : begin able to launch the script,
call in the same time the executable and manage the generated output file without having interferencies between them.

I provide an archive containing the python original script "" Camb_launcher_XSAF.py"" and the configurations files located in ""QTLauncher"" directory.

Caution : to compile CAMB executable (camb), you need gfortran compiler and do in CAMB-0.1.7 : ""make EQUATIONS=equations_ppf ""

The output files are located in ""WP_Pk"" directory.

The script to parallelize is ""Camb_launcher_XSAF.py"" and I would like to use pool.map from multiprocessing library.

Best regards.
",51
Embedding apple maps to website and create filters to pins,"I have an apple maps with several pins that I have added. I need to make this map available to others, but there are so many pins that I need to create some filters so that the user can eliminate pins that they don't want to see. This would have to be embedded in a website.",86
web-based UI design for dependency-mapping tools,"I need help creating the UI for a web-based dependency mapping tool.

Similar tools:
https://www.dnsstuff.com/application-dependency-mapping-tools
https://www.comparitech.com/net-admin/application-mapping-tools/
https://deps.dev/

UI designs must be delivered in Sketch. ",54
Product Roadmap Ecommerce + Crypto integrations ,"Hello! our company is United Market which is a mobile and web app coming out this month. We are looking to add e-commerce to our platform, for digital goods. We are focused on the music industry and would like to add an additional vertical to our platform by allowing our users to sell digital audio files(beats and drum kits) we would like you to analyze our competitors such as beatstars.com and in DEEP detail describe their flows an features. So that we can provide this document to our Development team to implement in our platform. We need someone with coding knowledge so they can explain it in the best language, that our development team will be able to understand and implement. We also, are looking to integrate cryptocurrency as a payment option in our platform, so we need a detailed description of the most efficient way to add this into our platform as well. We currently are using stripe.

So the main points is to write out a analysis of beatstars.com  (which is a beat marketplace) and their features on how they execute the selling of audio files, displaying and how they handle the specific document(agreements) that correlate with the audio files while purchasing. In short, our development after reading your document should be able to get to work immediately. There is also another platform known as sellfy.com which should also be looked into and analyzed as they allow for the selling of digital goods as well to.


So the main take aways should Be to analyze beatstars and sellfy feature set and explain the run down of the platform and how the flows an features work. Also, to research and deeply explain the best way to integrate cryptocurrency transactions into our platform(people can pay with crypto)

You also are to research software that exist ALREADY that we could integrate into our platform to add the E-commerce marketplace feel or crypto currency payment acceptance that we may just have to pay for but would save us tremendous development time as we would just be integrating it into our current code.

Our website is theumapp.com , and our beta link for IOS is https://testflight.apple.com/join/0bn0JLqg",26
Webflow Realtor X Template Customization,"I have purchased the Realtor X Webflow template by Brix Templates. I need assistance adjusting the styling (e.g. colors, fonts), installing a new logo, and generally adjusting the template design to match our brand.

I then need an explanation of how to add/remove properties, make adjustments to text and images of pages, and push the site live.",27
Full Stack Development,"The scope of work is to develop a website similar to AirB&B whereby customers and clients are first digitally registered and identity approved. The clients (owners) will list their products and the customers can select the item they need and proceed to booking.

Skills needed are someone that is proficient and skilled in the relevant technology for website and App development
.
I prefer a fixed-price with schedule for the job based on total estimated hours.

This is a one-time project but in due course an ongoing relationship is possible for updates as required.

Payment can be made at agreed intervals based on progress and deliverables. Payment method to be agreed mutually.",29
Looking for Articulate Professional with Gamification expert,ZyenaLABS is looking for an expert Articulate Professional with understanding of Gamification elements and SCORM  complaince. Should be very creative in designing the whole learning experience and with good visual quality. The project duration is more than 6 months hence should give a strong commitment.,49
Looking for Smart Contract coders for Token Production and NFTs,"Hello everyone,
We are looking for someone who has experienced to produce token in solidity and rust. Also we are expecting to develop smart contracts for NFTs for our metaverse project. We expect to hire someone for a long term if we delightful for the first project. The first project is to produce token production that acquires at least %90 point from all security audit firms. ",56
Inside Sales - Ground-Breaking Hearing Assistive Smartphone App,"Our company has developed a unique smartphone app that helps people hear speech better in noisy environments.  HeardThat (link removed) makes maximum use of artificial intelligence and the computing power of the smartphone, and is truly ground-breaking technologically and by its performance.  It works with all hearing devices, including Bluetooth-enabled hearing aids, which universally struggle with noise because they lack the processing power that smartphones have.  In our introductory phase, we already have over 10,000 users with hundreds of different phone models.

In addition to our own direct-to-consumer channels, we have business-to-business opportunities that we would like to explore with the help of an inside salesperson, working remotely.  These include reaching out to care homes and care home chains, hospitals, audiologists, etc. Related tasks would be contacting hearing loss associations and their local chapters.

We are open to compensation formulas at this time.  Our initial market focus is English-speaking countries and we will require someone who has English as a first language.  It would also be beneficial if a candidate had experience in the health field and/or with health/medical equipment or applications.

",18
Interactive custom maps implemented on our web,"We need some one to create interactive custom maps for our web site that clients will be able to create custom maps .

Once the client crated the map will need  print ready image.

Able to adopt the design from already existing designee.

Price can be negotiated



",51
Desarrollador Web,"Se requiere Desarrollador Web:

Estamos buscando profesionales para trabajar por proyectos, para una empresa internacional.

Con experiencia en E-Commerce, y distintos CMS, como PrestaShop, Magento, Drupal, Shopify, Joomla, WordPress.

Es importante que la persona cuente con conocimientos en PHP, HTML, CSS, SQL

El objetivo es que todas las plataformas y webs que se desarrollen, con altos niveles técnicos, se implementen cumpliendo los plazos establecidos.

Si estás interesado/a, contáctate enviando tu curriculum o portfolio

_____________________________________________________

Web Developer is required:

We are looking for professionals to work on projects, for an international company.

With experience in E-Commerce, and different CMS, such as PrestaShop, Magento, Drupal, Shopify, Joomla, WordPress.

It is important that the person has knowledge of PHP, HTML, CSS, SQL

The objective is that all the platforms and websites that were developed, with high technical levels, were implemented in compliance with the established deadlines.

If you are interested, contact us by sending your resume or portfolio",95
Copywriter for the web mapping website,Looking for someone who could write content for a web mapping website (examples of texts https://www.google.com/maps/about) in English from scratch. We are looking forward to finding someone for long-term cooperation for ongoing copywriting support and project development.,8
Romanian Mother Tongue Virtual Assistant Energy company for localization assistance,"A small friendly renewable energy company is looking for localization assistance in Europe.

We are increasingly working all over Europe and are looking for native language speakers to take part in conference calls, help write emails/documents, and generally facilitate communication between speakers of different languages.

Initially, there would be training and guidance but in time you could work more as a project manager.

This is a potentially ongoing position in a growing business with some potential bonus.

Start your presentation with ""New World"" and please answer the 2 questions if you can.",42
Need to create browser extension to extract data,"Hi
I am looking for someone who can extract data. A browser extension needs to be built to
allow product details to be added to a gift registry (my site) from any online store world-wide.

Apart from creating the browser extension, the main task is to enable data extension to happen on the server.

Would prefer someone who knows machine learning.

If you think you have the necessary skills to do this, please let me know the length of time you need and a quotation for this project. I would prefer a fixed budget quotation pls.

I will also send you examples to see after you respond.

Thanks
Charmayne",69
Product Roadmaps for Consumer Technology Products,"We're looking for well rounded technologists to help our clients design their consumer technology products. Our clients build apps, kiosks, and systems serving a wide variety of industries. We propose web3, AI, and UX that cuts like butter.

The bulk of the work will revolve around proposing design concepts with corresponding models and/or wireframes to help the team evaluate their options for features, user acquisition/retention, and revenue generation. Depending on the team, it may be advantageous to work with developers or designers to prototype or otherwise flesh out ideas.

These are building blocks for the final product roadmap recommendation, which should include personnel, technology, and budgetary requirements for implementation. In parallel or adjacently, we'll also generally produce business strategies, run operations, and deliver other important documents like business plans and pitch decks for clients.

You should be familiar with state of the art tool stacks across consumer software development. You should enjoy working with teams and communicating constructively. You don't need to be an expert in everything listed above, but you must be able to adopt new systems and propose solutions across a very broad application space in two fashions: quickly and effectively, and deeply and comprehensively. Note that these styles are NOT mutually exclusive and collectively exhaustive (MECE).

The tools we use are:
Notion
Anima
Figma
Flutter
G Suite
Slack

We're so looking forward to meeting you and connecting! Let's build.
Thanks,
Gabriel
",56
Improvement of ranking on Google maps,"Required Experience

Experience creating GMB profiles and optimizing Local SEO is preferred
SEO on page experience a huge plus
Graphics design experience a plus
Experience in making strategies and executing them for Local SEO on a monthly basis
Keyword research experience is a must

To be a best fit for this project you need:

Ability to communicate clearly
Dedication to meet project deadlines in a timely manner
Write “I am a human” at the top of your proposal
Attention to details
Willingness to sign an NDA",28
Design Corporate Investment Deck ,"this is going to be a fairly slow going process while we put the content together.

there will be approximately 10 milestones.

i need someone to be patient and know how to edit / replicate an existing pitch deck for our purposes. there are a few but we will go slide by slide.

attention to detail is a must. not rushing is a must.

you will not be expected to a lot (if any) original design work. but will need to have skilled use of typography and images and layout aesthetics.

because there are a lot of replies, i will need to filter based on knowing you are reading the full description and therefore understand i need such meticulousness. so in the first sentence of your response, write investment presentation.

plenty of other jobs (mostly small so please do not ask for employment) just good projects that are not difficult. ",83
Affiliate Link Creator,"I need a program that creates affiliate links.

By means of a unique code integrated into the link, I want to clearly assign from which advertising partner a customer was referred.

I need the program as an .exe.

thx",85
Next js sitemap and blocking dev environment,"Hi There!

We're looking for an experienced FE developer that can help us with out sitemap and blocking of our develop environment. Specifically:

Sitemap:
- Make sure that specific static pages are included
- Make sure that dynamic pages are included (shop pages, city landing pages and model pages).

Develop enviroment
- We have a develop environment that sits at develop.ourdomain.
- We want it blocked from indexing and password protected. ",25
Build map motion graphics ,"We are looking to build out multiple motion graphics of maps and locations, also swell forecasts over a period in a specific spot in Australia to be animated and shown on the map. We have a structured plugin to send to you and use for this also, which will make your job a lot easier, although this will require a powerful computer, not just a laptop.

Thanks!

",99
Translate report from English to Chinese,"I have 3 documents that need to translate from English to Simplified Chinese. I need someone who can do the document editing so that only Chinese are shown in those documents.

I need the documents by next Monday Jan 3. ",36
Graphic Designer,"We are currently seeking a graphic designer to help us curate various professional projects. This person will be designing quality graphic content for our social media outlets, eBooks, website and more. Our ideal candidate must be proficient in:

-Photoshop, Illustrator, In-Design
-Deadline requirements
-Social Media design

*eBook requirements:
- Each eBook will be between 12 and 15 pages
- Bear in mind that it must be legible upon printing
- Cover design and layout must be outstanding
- Include charts and various visual components
- Source file must be submitted with all relevant images and charts PSDs

*Social Media requirements
We are on a tight deadline for our social media project as we are on a 30-day live calendar
-All social media content must be submitted no later than 7 days prior to the post date
-All content will be provided

*Applications without attached samples and set rates will not be considered.
*This will be an ongoing project.",52
Fantasy style NFT Collection Artist,"Looking for a Medieval/ fantasy style artist to develop an NFT collection of...

1 Full Body Base Character (cartoonish animal)

Up to 10 Traits
Up to 10 layer options to each trait

1 Full body Legendary Character that is 1 of 1 unique.  ",55
Need an experienced business analyst for process mapping,"Need an experience business analyst to define current state processes and map these processes in a tool (eg. Visio.. although it doesn't have to be Visio). Consulting experience working in a professional environment is a MUST. Experience with ERP systems is a HUGE PLUS. The following is an outline of the job skills and experience desired.
•	Draft process documentation
•	Deliverables are client ready documents
•	Draft and model material/data flows
•	Capture meeting notes and action items
•	Update project plans
May request sample docs to support your experience
",92
Create parking maps,"My company works with residential buildings to manage their parking. Many times, we are given maps of the parking spot numbers and parking spot levels/areas at these buildings, and they are very hard to read.

I'd like to create our own parking maps, which show all parking spots at these buildings. Some buildings are small and straightforward, while others are large (a complex with multiple buildings and multiple parking areas) or multiple levels.

I've attached an example of the schematic I received from a building (with spot numbers) and then a very simple map I produced. I'd like something that looks better and can be more consistent in visual style, and that can work well at sites with multiple buildings.

I'm open to ideas. This could be a long-term project, as we work with buildings like this all the time. Please quote me how much you would charge for a map for a building like the sample I attached as a starting point.

I don't like the visual design of this example (it looks crappy), but here's an example of the level of detail I'm wanting in our maps: http://ithacarenting.com/wp-content/uploads/2017/01/dt_parking_map_cv_wh_revised-1-1024x824.jpg

Please send me samples of your work. The more similar, the better. ",22
Create dotted map,"Hello there

I am looking for someone to create a white dotted version of a map.

If you look on our website here (on your mobile) https://www.logstrup.com/contact/ you can see the map of Ireland. However, that map does not contain Northern Ireland, and we need to have northern ireland shown too.

So I need you to create an almost identical map to the one on our website, just of the whole island of ireland.
(like this island, just made in dots https://upload.wikimedia.org/wikipedia/commons/7/74/Ireland_%28MODIS%29.jpg)

I hope it makes sense, else I will of course elaborate further.
",94
Growing Agency Seeking Proactive Facebook Media Buyer,"Vybe Media is looking for an expert-level Facebook media buyer to join our fast-growing team.

We believe in delivering a world-class service to our clients without working ourselves to death.

Led by a former United States Army Green Beret, our company believes in working until the mission is complete, and not a minute longer. You'll be led with clear guidance and expectations, but how the mission is accomplished is up to you. Working with us will turn you into the best version of yourself, and pay you well for your contribution.

You can find our company values here:
https://public.3.basecamp.com/p/eUzA1H8B1prrsfjQ4zmxHDRb

We've almost tripled in revenue in the last few months, and we're looking for our next rockstar team member to help us triple it again!

Your work will be fully remote, and you're free to work on your own schedule, as long as you can satisfy the meeting requirements (details below).

Your sole responsibility is launching, optimizing, and scaling Facebook ad campaigns.

We have a Creative Strategist to support you with new images/videos (though your input and new ideas are HIGHLY encouraged), a Senior Strategist to take care of communicating with clients, and a Creative Director to help improve the business as a whole, making it even easier to succeed with paid ads.

Your first 7 days will strictly be onboarding, and getting familiar with our team, our systems, our clients, your role, and our expectations for you.

After that, you'll be up and running inside client accounts, and helping us change the lives of our clients by crushing their revenue and growth goals.

As an added benefit, you'll regularly get access to new courses/training for FREE to help you stay on top of the latest changes and best practices.

At Vybe Media, all we care about is results, and working as little as possible.

We're constantly optimizing our workflows and systems to get more done in less time, because - let's face it - the point of life isn't to work.

We push ourselves to the max when it's required, and then develop systems and processes to make sure we don't have our back against the wall very often.

Here's the person we're looking for:
- Someone who is PROACTIVE. If you see a problem, fix it. If you don't know how, figure it out. If you can't, ask for help. Ignorance is acceptable, inaction is not.

- Someone who takes OWNERSHIP. We will give you very clear guidance on the client's goals and target KPI's. Our ideal person will take those numbers and OWN them, not waiting for someone else to tell them how to improve performance, or revive a struggling account.

- Someone with proven STRATEGIES. You should be able to explain at least 3 different media buying strategies that have worked for you previously, and when you might use them again. We need you to know what to do when things aren't working as planned.

- Someone who is DATA-DRIVEN. You should know the industry standards for CPC, CTR,  ATC %, Purchase %, etc., and you should be able to come up with ideas for improving any of these numbers. We'll support you with new copy, images, landing pages, etc - but we'll be looking for your input on where things are broken, and some possible reasons why.

- Someone who is EXPERIENCED. If you haven't failed on a client account before, you're probably not a good fit. No one wins 100% of the time, and losing can be the best education. You should be just as comfortable managing $100k/month+ as you are managing $3k/month. If you've never wanted to throw your laptop in the trash, or punch Zuck in the face - you haven't been doing this long enough.

- Someone who is HUNGRY. If you aren't dying to add 5-6 new accounts to your day, please don't apply. We're looking for someone who's ready to get after it. Someone who's ready to find out just what they're capable of, and push themselves to the limit.

While we're looking to hire someone in the next 7 days, know that we're going to vet you thoroughly.

The following will get you immediately disqualified:
- Failure to follow instructions as laid out below
- Failure to show up to any appointments/calls
- Reaching out to anyone on our team outside of UpWork

In your cover letter, please include the following:
- Tell us about a time where you demonstrated a proactive attitude instead of waiting for guidance.
- Tell us about a time where a client was unhappy, and you took ownership of the results.
- Tell us about a time where you worked with minimal guidance and achieved solid results
- Tell us what's wrong with each of the following sets of metrics:
(CTR All 10%, CTR Link 1%, CPC $8, ATC % 15%, Pur % 4.5%)
(CTR All 2%, CTR Link 1%, CPC $2, Opt-In % 12%, Pur % 2.5%)
(CTR All 5%, CTR Link 2.5%, CPC $1.50, Opt-In 40%, Lead to Call % 5%)

We look forward to hearing from you, and adding you to our team!

Rory
Owner, Vybe Media



",34
Create React app that calculates lat/lng from image of map,"Hello,

We need to build a simple React app to solve the following problem:

We have images of maps that we need to identify points on using latitude and longitude.

The proposed solution is outlined in the attached diagram. It will work as follows:

1. The user will upload the image of the map
2. The app will display the map
3. The user will click on the map to create points and enter their latitude and longitude.
4. The user will then enter a latitude and longitude of an unknown point.
5. The app will use the lat/lngs of the created points to calculate where the unknown point is located on the map image. It will display a marker on that spot.
5a. Instead of entering lat/lng to search for an unknown point, the user can also enter the address which will then be geocoded to lat/lng.

That's everything the app needs to do. I'm not sure if it needs much of a backend. The images and markers don't need to be saved so no storage or database is needed.

Please let me know what questions you have.

Thanks!
Alex",89
"Openstreetmap, react.js, expo.dev, sqlite","Need to further develop React Native app which uses Openstreetmap tiles, Sqlite for offline usage. Web app with all the necessary APIs is already developed. Need to use those APIs for completing this app for which foundation is already developed too. I will provide git access.",9
